pre frontal cortex,posterior parietal cortex,pfc,prefrontal cortex,posteriorparietal cortex,ppc
0,0,27,9,0,0
0,1,3,17,0,0
0,0,58,0,0,0
0,0,1,3,0,0
5,0,0,1,0,0
1,0,36,6,0,0
0,0,99,7,0,0
0,0,3,1,0,0
0,0,18,24,0,0
0,0,35,1,0,0
0,0,27,0,0,0
0,0,0,3,0,0
0,0,0,21,0,0
0,0,13,7,0,0
1,0,41,15,0,0
1,0,38,8,0,0
2,8,24,16,0,10
0,0,15,12,0,0
0,0,63,16,0,0
0,0,19,3,0,0
1,0,5,5,0,0
0,0,57,12,0,0
0,0,74,34,0,0
0,0,28,13,0,0
3,0,0,8,0,0
1,0,103,16,0,0
0,0,0,3,0,0
1,0,19,6,0,0
0,0,55,7,0,0
0,0,5,3,0,0
1,0,39,9,0,0
1,0,0,12,0,0
0,0,50,8,0,0
0,0,36,0,0,0
0,2,23,4,0,1
0,0,83,34,0,0
1,0,0,5,0,0
0,0,76,21,0,0
0,0,12,0,0,0
0,0,5,10,0,0
0,0,0,6,0,0
0,0,145,0,0,0
0,0,15,0,0,0
0,0,0,2,0,0
2,0,0,18,0,0
1,0,47,18,0,0
0,0,86,0,0,0
0,0,7,14,0,0
0,0,0,7,0,0
0,0,9,3,0,0
1,0,43,11,0,0
0,0,56,17,0,0
0,0,51,20,0,0
1,0,0,0,0,0
0,0,16,4,0,0
0,0,104,4,0,0
0,0,0,7,0,0
1,0,4,3,0,0
0,0,23,9,0,1
0,0,0,8,0,0
1,0,107,13,0,0
0,0,35,18,0,0
0,0,28,0,0,0
0,0,39,18,0,0
0,0,0,20,0,0
0,0,7,12,0,0
0,0,11,13,0,0
0,0,0,2,0,0
0,1,0,3,0,0
0,0,11,3,0,0
5,0,78,38,0,0
0,0,0,1,0,0
0,0,23,19,0,0
0,0,54,0,0,0
0,0,8,16,0,0
0,0,31,0,0,0
0,0,6,20,0,0
0,0,2,0,0,0
0,0,12,5,0,0
2,0,0,31,0,0
0,0,0,5,0,0
0,0,17,0,0,0
0,0,21,0,0,0
0,0,3,1,0,0
0,0,0,0,0,0
0,0,0,10,0,0
0,0,26,0,0,0
1,0,0,1,0,0
0,1,36,3,0,0
0,0,6,7,0,0
0,0,76,7,0,0
0,0,0,3,0,0
0,0,1,0,0,0
0,0,18,0,0,0
0,3,4,4,0,4
0,0,17,10,0,0
0,0,45,29,0,0
0,0,28,0,0,0
0,0,65,8,0,0
2,0,0,4,0,0
0,0,0,0,0,0
1,0,31,7,0,0
0,0,15,3,0,0
0,3,24,3,0,0
0,0,0,0,0,0
0,0,26,6,0,0
0,0,11,10,0,0
0,1,20,16,0,0
0,0,16,0,0,0
0,0,6,11,0,0
1,0,42,10,0,0
0,1,121,102,0,2
0,0,0,8,0,0
0,0,0,2,0,0
0,0,1,7,0,0
0,0,18,0,0,0
0,0,76,20,0,0
0,0,26,0,0,0
0,0,40,11,0,0
0,0,202,0,0,0
0,0,23,14,0,0
0,2,59,30,0,0
0,0,59,29,0,0
0,0,95,23,0,0
0,0,69,0,0,0
1,0,0,2,0,0
0,1,6,15,0,0
0,3,52,40,0,0
0,0,0,21,0,0
0,0,0,0,0,0
0,0,1,5,0,0
0,0,0,0,0,0
0,0,5,3,0,0
0,0,4,0,0,0
0,0,10,4,0,0
0,0,2,1,0,0
0,0,1,3,0,0
1,0,11,18,0,0
0,0,0,9,0,0
1,0,80,10,0,0
0,5,97,23,0,0
0,0,0,3,0,0
0,2,0,38,0,0
0,0,16,9,0,0
1,0,34,19,0,0
0,0,4,0,0,0
0,0,0,2,0,0
1,0,59,4,0,0
0,0,0,2,0,0
0,0,24,6,0,0
0,1,0,6,0,3
0,0,0,10,0,0
0,1,95,4,0,0
0,0,0,2,0,0
2,0,0,5,0,0
0,0,18,12,0,0
1,0,0,32,0,0
0,0,1,0,0,16
0,0,0,12,0,0
0,0,13,0,0,0
0,0,14,5,0,0
0,0,40,5,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,6,0,0
0,0,20,11,0,0
0,1,0,5,0,0
1,0,51,11,0,0
0,0,20,0,0,0
1,0,64,17,0,0
0,0,52,7,0,0
1,0,21,7,0,0
1,0,22,17,0,0
1,0,0,10,0,0
1,0,140,19,0,0
0,0,1,0,0,0
0,0,17,0,0,0
0,0,65,0,0,0
0,0,51,16,0,0
1,0,27,4,0,0
0,0,14,11,0,0
0,0,43,14,0,0
0,0,21,17,0,6
0,0,53,0,0,0
0,0,20,0,0,0
0,0,0,9,0,0
1,0,0,7,0,0
0,0,72,18,0,0
6,0,88,8,0,0
0,0,0,0,0,0
1,0,32,4,0,0
2,0,31,6,0,0
0,0,62,0,0,0
2,0,0,11,0,0
0,0,14,6,0,0
0,0,1,0,0,0
0,1,109,29,0,0
0,0,0,3,0,0
0,0,59,23,0,0
0,0,19,8,0,0
0,0,4,10,0,0
0,0,0,6,0,0
0,0,36,0,0,0
0,0,26,0,0,0
0,0,0,8,0,0
0,0,79,10,0,0
0,0,0,7,0,0
0,0,3,10,0,0
0,0,39,0,0,0
1,0,6,2,0,0
0,0,0,0,0,0
0,0,26,28,0,0
0,0,1,1,0,0
0,0,17,0,0,0
0,0,6,4,0,0
2,0,0,16,0,0
0,0,25,6,0,0
0,0,86,15,0,0
0,0,11,2,0,0
2,0,29,11,0,0
0,3,29,14,0,0
0,0,19,0,0,0
0,0,37,11,0,0
0,0,24,0,0,0
1,0,111,11,0,0
1,3,0,10,0,0
0,0,38,10,0,0
0,0,0,1,0,0
0,0,16,0,0,0
1,0,0,12,0,0
0,0,19,6,0,0
1,0,49,6,0,0
0,0,167,0,0,0
2,0,87,22,0,0
0,0,120,0,0,0
2,0,10,7,0,0
0,0,0,1,0,0
1,0,0,25,0,0
1,0,35,12,0,0
0,0,0,5,0,0
0,0,13,12,0,0
0,0,12,0,0,0
0,0,37,0,0,0
0,0,0,3,0,0
0,0,14,0,0,0
0,0,0,2,0,0
0,0,1,23,0,0
0,0,53,14,0,0
0,0,0,0,0,0
0,0,175,27,0,0
0,0,6,6,0,0
1,0,7,6,0,0
0,2,23,6,0,0
0,0,5,6,0,0
0,0,4,3,0,0
0,0,21,4,0,0
0,0,29,10,0,0
0,0,7,11,0,0
0,0,18,51,0,0
1,0,42,28,0,0
1,0,7,8,0,0
0,0,0,27,0,0
0,3,0,37,0,0
0,0,29,3,0,0
0,0,0,43,0,0
0,0,1,3,0,0
0,0,12,0,0,0
5,1,0,60,0,0
0,0,13,3,0,0
0,0,16,5,0,0
0,0,25,5,0,0
0,1,87,16,0,1
0,0,14,0,0,0
2,0,9,18,0,0
0,1,59,19,0,0
0,0,4,0,0,0
0,0,0,40,0,0
0,0,49,5,0,0
2,9,102,60,0,0
0,0,13,0,0,0
0,0,1,0,0,0
0,3,49,25,0,0
0,1,7,3,0,3
0,0,54,8,0,0
0,0,0,8,0,0
0,0,76,10,0,0
0,0,5,2,0,0
0,0,42,12,0,0
0,0,5,0,0,0
1,0,0,12,0,0
0,0,56,0,0,0
0,0,118,0,0,0
0,0,0,1,0,0
0,0,26,10,0,0
0,0,7,3,0,0
0,0,25,6,0,0
1,0,38,14,0,0
0,0,32,9,0,0
0,0,3,3,0,0
0,0,26,5,0,0
0,0,2,13,0,0
0,0,13,5,0,0
0,0,37,4,0,0
0,0,30,0,0,0
0,0,0,1,0,0
1,0,45,6,0,0
0,0,27,8,0,0
0,0,12,3,0,0
0,0,68,7,0,0
0,0,29,10,0,0
0,0,12,7,0,0
2,0,54,10,0,0
0,0,0,5,0,0
0,0,0,3,0,0
0,0,7,0,0,0
1,0,0,32,0,0
0,0,0,10,0,0
0,0,0,10,0,0
0,0,3,0,0,0
1,0,179,27,0,0
0,0,276,7,0,0
1,1,13,6,0,0
0,0,0,23,0,0
0,0,0,8,0,0
1,1,26,12,0,0
0,0,0,26,0,0
0,0,92,4,0,0
1,0,12,12,0,0
0,0,15,0,0,0
1,2,65,41,0,0
0,0,20,0,0,0
0,0,29,0,0,0
0,0,19,0,0,0
1,0,5,3,0,0
0,0,80,11,0,0
0,0,22,7,0,0
0,0,77,0,0,0
0,0,3,0,0,0
1,1,5,11,0,0
0,0,32,11,0,0
0,0,33,0,0,0
0,0,30,20,0,0
0,0,37,13,0,0
0,0,1,3,0,0
0,0,29,3,0,0
0,0,31,13,0,0
0,0,0,6,0,0
0,0,18,13,0,0
0,0,59,5,0,0
0,1,25,8,0,0
2,0,0,39,0,0
0,0,35,17,0,0
0,0,0,11,0,0
0,0,0,6,0,0
0,0,8,5,0,0
0,0,0,2,0,0
0,5,122,16,0,0
1,0,26,6,0,0
0,0,45,5,0,0
0,2,28,29,0,0
0,0,16,6,0,0
0,0,56,9,0,0
0,0,4,10,0,0
0,0,30,18,0,0
0,0,31,11,0,0
2,0,6,20,0,0
0,0,14,3,0,0
0,0,7,11,0,0
0,0,0,7,0,0
0,0,1,19,0,0
0,0,0,6,0,0
2,0,107,11,0,0
0,0,20,12,0,0
0,0,62,9,0,0
2,0,0,25,0,0
0,0,2,3,0,0
1,0,8,9,0,0
0,0,34,15,0,0
0,0,38,8,0,0
0,0,16,6,0,0
0,5,34,19,0,0
0,0,6,0,0,0
0,0,17,11,0,0
2,0,23,17,0,0
0,0,22,8,0,0
1,0,52,7,0,0
0,0,47,7,0,0
0,0,40,5,0,0
0,0,51,0,0,0
0,0,17,8,0,0
0,0,220,12,0,0
0,0,32,3,0,0
0,0,53,0,0,0
0,0,0,5,0,0
1,0,29,2,0,0
0,0,25,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,104,4,0,0
0,0,0,2,0,0
0,0,16,0,0,0
0,0,2,0,0,0
0,0,8,6,0,0
0,0,15,14,0,0
0,0,1,7,0,0
0,0,33,8,0,0
0,5,159,12,0,170
0,0,15,0,0,4
0,0,0,17,0,0
0,0,62,0,0,0
0,0,0,3,0,0
0,0,13,5,0,0
0,0,2,0,0,0
0,0,14,8,0,0
0,0,17,11,0,1
0,1,163,43,0,0
0,0,0,0,0,0
0,0,183,58,0,0
0,0,97,0,0,0
0,0,51,0,0,0
0,0,0,2,0,0
1,0,2,8,0,0
0,0,64,6,0,0
0,0,0,16,0,0
1,0,1,10,0,0
0,0,54,0,0,0
0,0,10,0,0,0
0,0,5,5,0,0
0,0,31,21,0,0
2,0,0,31,0,0
0,0,0,12,0,0
0,0,1,0,0,0
0,0,3,8,0,0
0,0,0,0,0,0
1,0,51,24,0,0
0,0,16,0,0,0
0,0,37,10,0,0
0,0,21,9,0,0
0,0,11,5,0,0
2,0,2,39,0,0
0,0,15,6,0,0
0,0,44,5,0,0
0,0,16,28,0,0
0,0,45,0,0,0
1,0,67,16,0,0
0,2,89,45,0,0
0,0,0,0,0,0
0,0,69,29,0,0
2,0,33,15,0,0
0,0,2,3,0,0
1,0,18,6,0,0
0,0,0,22,0,0
1,0,1,9,0,0
0,0,15,0,0,0
1,0,40,7,0,0
0,0,13,3,0,0
0,0,0,1,0,0
0,0,0,13,0,0
0,0,43,24,0,0
0,0,44,21,0,0
0,0,45,0,0,0
0,1,20,7,0,0
2,0,29,9,0,0
0,0,9,2,0,0
0,0,80,0,0,0
0,0,50,0,0,0
0,0,31,8,0,0
0,2,124,18,0,0
0,0,0,20,0,0
0,0,38,13,0,0
0,0,0,21,0,0
0,0,15,11,0,0
0,0,39,10,0,0
0,0,72,0,0,0
0,0,54,11,0,0
0,2,34,8,0,0
0,2,27,8,0,0
0,0,47,10,0,0
0,0,3,0,0,0
0,0,0,3,0,0
0,0,0,2,0,0
0,0,87,8,0,0
0,0,42,20,0,0
0,5,81,13,0,3
0,0,18,8,0,0
1,0,43,30,0,0
0,0,54,10,0,0
0,0,0,26,0,0
0,0,0,12,0,0
12,7,32,76,0,0
0,0,0,7,0,0
0,3,0,14,0,0
0,0,0,6,0,0
1,0,187,109,0,0
11,9,306,215,0,19
0,0,25,6,0,0
0,0,105,0,0,0
0,0,0,19,0,0
0,0,18,10,0,0
2,7,0,23,0,0
0,0,10,11,0,0
0,0,33,4,0,0
0,0,49,0,0,0
0,0,1,0,0,0
0,0,0,20,0,0
0,0,107,22,0,0
0,0,0,0,0,0
0,0,18,10,0,0
1,1,37,8,0,0
0,0,7,8,0,0
0,0,3,4,0,0
0,0,14,0,0,0
0,1,144,14,0,0
0,0,49,0,0,0
0,0,47,10,0,0
0,0,13,2,0,0
0,2,0,4,0,0
0,0,0,12,0,0
0,0,0,0,0,0
0,0,0,5,0,0
1,0,2,6,0,0
0,0,0,5,0,0
0,0,52,34,0,0
0,0,0,4,0,0
0,0,27,0,0,0
0,0,9,4,0,0
0,0,34,20,0,0
0,0,11,13,0,0
1,0,128,12,0,21
0,0,17,5,0,0
0,6,35,18,0,3
1,0,0,6,0,0
0,0,24,5,0,0
0,1,0,1,0,0
1,0,76,14,0,0
1,0,25,7,0,0
0,0,129,14,0,0
0,4,15,7,0,0
2,0,0,6,0,0
1,0,149,14,0,0
0,0,4,3,0,0
0,0,0,1,0,0
2,0,4,1,0,0
0,0,13,7,0,0
0,1,21,11,0,0
0,0,249,20,0,0
1,0,33,4,0,0
0,0,116,29,0,0
2,0,19,4,0,0
0,0,3,0,0,0
0,0,75,26,0,0
1,0,25,18,0,0
0,0,0,4,0,0
0,1,23,6,0,18
1,0,61,25,0,0
0,0,0,6,0,0
0,0,90,0,0,0
0,0,0,2,0,0
0,0,0,1,0,0
0,0,0,3,0,0
0,0,0,0,0,0
0,0,16,9,0,0
1,0,70,4,0,0
0,0,10,9,0,0
0,0,9,10,0,0
0,0,26,27,0,0
0,0,27,16,0,0
0,0,4,5,0,0
2,0,27,3,0,0
0,0,197,13,0,0
0,0,2,0,0,0
0,1,36,11,0,0
1,0,38,12,0,0
0,0,0,0,0,0
0,0,11,5,0,0
0,0,0,4,0,0
0,0,1,0,0,0
0,3,26,15,0,3
0,1,13,5,0,2
1,4,126,14,0,37
0,0,1,0,0,0
1,0,13,31,0,0
0,0,117,27,0,0
0,0,0,9,0,0
0,0,48,13,0,0
1,0,56,11,0,0
0,0,16,0,0,0
0,0,46,0,0,0
0,0,6,7,0,0
0,0,27,6,0,0
1,0,0,14,0,0
0,0,27,10,0,0
0,0,0,3,0,0
0,0,0,6,0,0
1,0,0,31,0,0
1,1,0,21,0,0
0,0,15,4,0,0
0,0,0,8,0,0
0,0,28,4,0,0
0,0,13,5,0,0
0,0,9,3,0,0
0,0,0,2,0,0
0,0,64,0,0,0
1,9,99,14,0,29
1,0,40,6,0,0
0,0,5,21,0,0
0,0,3,10,0,0
0,0,26,13,0,0
0,0,17,6,0,0
0,0,19,0,0,0
0,0,28,6,0,0
1,0,37,1,0,0
0,0,0,14,0,0
0,0,21,9,0,0
0,0,41,0,0,0
0,0,1,0,0,0
1,2,66,9,0,0
0,0,3,2,0,0
0,0,4,0,0,0
0,0,0,30,0,0
0,0,23,5,0,0
0,0,25,10,0,0
0,0,0,3,0,0
1,0,0,11,0,0
0,0,44,11,0,0
0,0,22,30,0,0
0,0,32,0,0,0
0,1,12,129,0,0
1,1,147,17,0,0
0,0,217,0,0,0
4,0,0,17,0,0
0,0,3,1,0,0
0,0,51,7,0,0
0,0,4,9,0,0
0,0,0,0,0,0
0,0,30,0,0,0
0,0,24,13,0,0
0,0,6,13,0,0
0,0,11,10,0,0
0,0,53,9,0,0
1,0,31,7,0,0
0,5,22,7,0,22
0,0,34,0,0,0
0,1,24,7,0,5
0,0,14,9,0,0
0,0,0,3,0,0
0,0,3,59,0,0
0,0,21,14,0,0
0,0,7,8,0,0
0,0,14,23,0,0
0,0,15,0,0,0
0,1,18,4,0,1
0,2,26,8,0,0
1,0,20,8,0,0
0,0,53,3,0,0
0,4,0,21,0,0
0,0,17,0,0,0
0,0,29,0,0,0
0,0,0,7,0,0
0,0,22,5,0,0
0,0,33,4,0,0
0,0,9,4,0,0
0,0,33,7,0,0
0,0,0,12,0,0
0,0,0,1,0,0
0,0,21,39,0,0
0,0,51,0,0,0
0,0,0,2,0,0
1,0,84,18,0,0
5,0,0,68,0,0
3,0,64,19,0,0
0,1,39,3,0,0
0,0,17,5,0,0
0,0,19,13,0,0
2,0,143,24,0,0
0,0,8,6,0,0
0,0,57,6,0,0
0,0,46,14,0,0
0,0,1,5,0,0
0,0,32,22,0,0
1,0,0,3,0,0
0,0,24,11,0,0
0,0,1,0,0,0
0,0,31,3,0,0
0,0,2,29,0,0
0,0,49,9,0,0
0,0,65,21,0,0
0,0,25,8,0,0
0,0,53,7,0,0
0,0,0,8,0,0
3,0,18,8,0,0
0,0,13,0,0,0
0,0,11,9,0,0
1,0,23,17,0,0
0,0,72,10,0,0
1,0,0,24,0,0
0,0,97,23,0,0
2,0,49,14,0,0
0,0,19,7,0,0
0,0,2,3,0,0
2,1,76,16,0,0
0,0,29,34,0,0
0,0,22,0,0,0
0,0,18,13,0,0
0,0,22,0,0,0
0,0,53,26,0,0
2,0,49,26,0,0
0,0,51,9,0,0
0,0,69,6,0,0
0,0,14,34,0,0
0,0,40,8,0,0
1,0,0,7,0,0
0,0,8,2,0,0
0,0,104,20,0,0
0,0,14,5,0,0
0,0,86,9,0,0
0,0,36,5,0,0
0,0,27,15,0,0
0,0,2,0,0,0
0,0,0,9,0,0
0,0,80,0,0,0
0,0,24,7,0,0
0,17,82,40,0,54
3,0,2,5,0,0
0,0,12,6,0,0
0,0,6,0,0,0
0,0,54,0,0,0
0,0,0,1,0,0
0,0,88,0,0,0
1,0,0,17,0,0
0,0,31,0,0,0
0,0,1,2,0,0
0,0,5,4,0,0
0,0,69,7,0,0
1,0,32,1,0,0
3,0,44,11,0,0
0,0,76,0,0,0
21,0,134,46,0,0
0,0,24,8,0,0
0,0,0,3,0,0
0,0,117,36,0,0
0,2,0,11,0,0
0,0,15,2,0,0
0,0,23,6,0,0
0,0,1,3,0,0
0,0,28,0,0,0
0,0,11,0,0,0
0,0,0,0,0,0
1,0,0,7,0,0
0,2,96,28,0,0
1,0,110,18,0,0
0,0,17,5,0,0
0,0,6,0,0,0
0,0,71,19,0,0
0,0,98,20,0,0
0,0,0,2,0,0
0,0,0,3,0,0
0,0,34,25,0,0
0,0,14,0,0,0
0,0,21,2,0,0
0,0,0,6,0,0
3,0,58,29,0,0
0,0,12,5,0,0
0,0,63,0,0,0
0,0,28,11,0,0
0,0,20,2,0,0
0,0,21,8,0,0
1,0,12,46,0,0
0,0,23,16,0,0
0,0,4,2,0,0
0,0,24,5,0,0
1,0,27,4,0,0
0,0,91,0,0,0
0,0,445,0,0,0
0,0,22,11,0,0
0,0,20,17,0,0
0,0,0,1,0,0
0,0,13,6,0,0
0,0,0,20,0,0
0,0,0,2,0,0
0,0,67,0,0,0
0,3,0,15,0,0
0,0,15,5,0,0
0,0,29,32,0,0
1,0,38,4,0,0
0,0,121,17,0,0
0,0,91,14,0,0
0,0,5,4,0,0
0,0,0,15,0,0
0,0,29,22,0,0
0,0,10,6,0,0
0,0,10,6,0,0
0,0,17,17,0,0
0,0,68,0,0,0
0,0,4,2,0,0
0,0,71,4,0,0
0,0,7,0,0,0
0,0,43,5,0,0
1,0,3,0,0,0
0,0,104,0,0,0
0,0,25,0,0,0
0,1,15,2,0,0
0,0,26,6,0,0
0,0,0,15,0,0
0,1,0,14,0,0
1,0,2,6,0,0
0,0,0,26,0,0
0,0,2,1,0,0
0,2,1,6,0,22
0,0,0,1,0,0
0,0,4,2,0,0
1,0,167,12,0,0
0,0,7,8,0,0
0,0,22,22,0,0
1,2,29,8,0,9
0,0,13,0,0,0
0,0,15,3,0,0
0,0,0,3,0,0
0,0,5,22,0,0
1,0,0,16,0,0
1,0,0,10,0,0
1,0,11,2,0,0
2,1,152,26,0,0
0,0,0,2,0,0
0,0,23,14,0,0
0,0,29,16,0,0
0,0,23,13,0,0
0,0,9,11,0,0
0,0,0,1,0,0
0,0,19,26,0,0
0,0,15,0,0,0
0,0,0,6,0,0
0,0,27,0,0,0
0,0,76,9,0,0
1,0,63,14,0,0
0,0,27,0,0,0
1,0,0,4,0,0
0,0,9,3,0,0
0,0,42,13,0,0
0,0,14,4,0,0
0,0,0,1,0,0
3,4,84,29,0,0
0,0,0,0,0,0
0,0,35,0,0,0
0,0,12,0,0,0
0,2,7,2,0,9
0,0,19,0,0,0
0,0,40,0,0,0
0,0,0,20,0,0
0,0,22,0,0,0
0,0,1,4,0,0
0,0,76,12,0,0
0,0,4,1,0,0
0,0,89,18,0,0
0,0,0,2,0,0
0,0,7,2,0,0
0,0,6,6,0,0
3,0,10,28,0,0
0,0,10,0,0,0
0,0,29,4,0,0
0,0,8,7,0,0
0,0,31,6,0,0
0,0,25,18,0,0
0,0,1,0,0,0
0,1,27,6,0,0
1,0,0,15,0,0
0,1,74,4,0,0
0,0,13,13,0,0
0,0,34,8,0,0
0,0,2,3,0,0
0,0,9,3,0,0
0,0,0,12,0,0
0,0,0,18,0,0
4,0,4,29,0,0
0,0,38,1,0,0
0,0,36,5,0,0
0,0,27,7,0,0
0,0,21,13,0,0
0,0,3,6,0,0
0,0,65,15,0,0
0,0,0,1,0,0
0,0,9,5,0,0
0,0,26,5,0,0
2,0,40,12,0,0
0,0,25,0,0,0
3,0,49,42,0,0
5,2,252,53,0,0
0,0,134,0,0,0
0,0,68,12,0,0
0,0,45,0,0,0
0,0,0,1,0,0
0,0,80,10,0,0
0,0,49,12,0,0
0,0,20,0,0,1
2,0,2,11,0,0
0,0,10,4,0,0
1,0,0,6,0,0
0,0,31,5,0,0
4,0,0,20,0,0
0,0,57,19,0,0
0,0,10,13,0,0
1,0,2,2,0,0
0,0,48,13,0,0
1,0,29,9,0,0
1,0,0,58,0,0
0,0,0,2,0,0
0,0,149,19,0,0
0,0,13,5,0,0
0,0,28,5,0,0
0,0,39,4,0,0
0,2,28,19,0,0
0,1,66,10,0,0
0,0,26,0,0,0
0,0,4,6,0,0
0,0,52,16,0,0
1,2,10,13,0,3
0,0,25,17,0,0
0,0,36,7,0,0
0,0,18,6,0,0
3,0,0,34,0,0
0,0,0,26,0,0
0,0,47,14,0,0
0,0,4,1,0,0
1,0,0,0,0,0
0,0,16,7,0,0
0,0,58,0,0,0
0,0,14,0,0,0
0,0,66,0,0,0
0,0,48,22,0,0
0,0,0,8,0,0
0,0,6,11,0,0
0,0,0,9,0,0
0,0,1,1,0,0
0,0,15,5,0,0
1,0,0,8,0,0
0,0,13,6,0,0
2,0,0,73,0,0
1,0,0,28,0,0
0,0,6,0,0,1
0,0,0,1,0,0
0,0,30,0,0,0
0,0,0,20,0,0
0,0,69,0,0,0
0,0,80,33,0,0
1,0,0,7,0,0
0,0,22,5,0,0
0,0,0,3,0,0
1,0,117,19,0,0
0,0,119,18,0,0
1,0,55,10,0,0
1,0,0,7,0,0
0,0,19,0,0,0
0,0,0,1,0,0
0,0,0,14,0,0
0,0,12,4,0,0
0,0,0,1,0,0
0,0,17,8,0,0
0,0,0,0,0,0
0,0,0,4,0,0
0,0,0,22,0,0
0,0,4,5,0,0
0,0,0,10,0,0
0,0,8,0,0,0
0,0,0,12,0,0
0,0,70,0,0,0
0,0,24,0,0,0
0,0,31,0,0,0
0,0,10,0,0,0
0,0,28,7,0,0
0,0,20,9,0,0
0,0,52,0,0,0
0,0,0,13,0,0
0,0,0,7,0,0
0,0,0,11,0,0
0,0,15,0,0,0
0,1,9,6,0,0
0,0,6,23,0,0
3,0,14,12,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,66,0,0,0
0,5,14,10,0,9
1,0,11,14,0,0
0,0,62,15,0,0
0,0,9,4,0,0
1,0,7,10,0,0
0,0,20,7,0,0
2,0,25,11,0,0
0,0,1,0,0,0
0,0,37,8,0,0
0,0,107,0,0,0
0,0,2,0,0,0
0,0,10,0,0,0
0,0,1,25,0,0
0,1,2,1,0,5
1,0,20,12,0,0
0,0,0,1,0,0
2,0,63,7,0,0
0,2,61,14,0,16
0,0,53,41,0,0
0,0,0,2,0,0
0,1,0,14,0,0
0,0,32,0,0,0
0,0,37,7,0,0
0,0,6,0,0,0
0,0,1,0,0,0
0,0,44,15,0,0
0,0,0,0,0,0
0,0,12,5,0,0
0,0,0,1,0,0
0,0,1,0,0,1
0,0,66,0,0,0
0,0,8,0,0,0
0,0,0,7,0,0
0,0,126,26,0,0
0,0,4,2,0,0
1,0,11,16,0,0
0,0,37,6,0,0
0,0,72,13,0,0
0,0,0,36,0,0
0,0,32,0,0,0
0,0,35,11,0,0
0,0,18,18,0,0
0,0,58,2,0,0
0,0,65,16,0,0
0,0,2,8,0,0
0,0,18,4,0,0
0,0,52,9,0,0
0,0,0,10,0,0
0,2,31,144,0,0
0,0,24,18,0,0
0,0,5,21,0,0
0,0,21,0,0,0
0,0,98,8,0,0
0,0,18,0,0,0
0,0,10,4,0,0
0,0,0,3,0,0
0,0,8,0,0,0
0,0,0,10,0,0
3,0,167,69,0,0
0,0,9,8,0,0
0,0,11,1,0,0
0,0,79,10,0,0
0,1,0,20,0,0
0,1,114,19,0,0
0,2,15,20,0,0
0,0,2,2,0,0
0,0,3,7,0,0
0,0,17,6,0,0
1,0,65,13,0,0
0,0,9,0,0,0
3,0,107,12,0,0
0,0,21,10,0,0
0,1,91,13,0,0
0,0,0,1,0,0
0,0,0,4,0,0
0,0,4,10,0,0
3,0,14,0,0,0
0,0,0,8,0,0
0,1,27,6,0,10
0,0,30,20,0,0
0,0,16,10,0,0
0,0,34,0,0,0
0,0,0,1,0,0
1,0,2,5,0,0
0,0,0,6,0,0
0,0,0,8,0,0
0,0,0,10,0,0
0,3,0,7,0,0
0,0,9,0,0,0
0,0,6,4,0,0
0,0,49,13,0,0
0,0,48,4,0,0
0,0,24,0,0,0
0,0,8,3,0,0
0,0,0,9,0,0
0,11,0,4,0,1
0,0,0,2,0,0
0,0,0,0,0,0
0,0,19,7,0,0
0,0,18,3,0,0
1,0,24,21,0,0
0,0,13,0,0,0
0,0,0,7,0,1
0,0,21,0,0,0
0,2,56,12,0,0
0,0,60,13,0,0
0,0,2,7,0,0
0,0,0,10,0,0
0,0,0,4,0,0
4,0,64,5,0,0
0,0,0,0,0,0
0,0,0,11,0,0
0,0,47,7,0,0
1,0,374,100,0,0
1,0,22,4,0,0
4,0,16,21,0,0
3,1,82,26,0,8
0,0,13,4,0,0
0,0,96,11,0,0
0,0,7,0,0,0
0,0,10,9,0,0
0,0,37,0,0,0
0,0,44,7,0,0
0,0,2,5,0,0
0,0,3,1,0,0
0,1,43,16,0,0
0,0,12,0,0,0
1,0,1,11,0,0
0,0,7,0,0,0
4,0,17,32,0,0
0,0,2,0,0,0
0,1,11,7,0,0
0,0,46,8,0,0
0,0,76,12,0,0
0,0,116,33,0,0
1,0,33,9,0,0
1,0,17,10,0,0
0,0,16,4,0,0
1,4,15,11,0,2
0,1,52,10,0,0
0,0,7,0,0,0
0,0,2,1,0,0
1,7,1,87,0,0
1,0,66,15,0,0
2,1,0,4,0,0
2,0,41,16,0,0
0,0,45,9,0,0
0,0,44,0,0,0
0,0,3,0,0,0
0,0,0,1,0,0
0,0,12,0,0,0
0,0,3,4,0,0
0,0,10,13,0,0
0,2,74,11,0,0
0,0,55,14,0,0
0,0,22,0,0,0
0,0,9,0,0,0
0,0,4,0,0,0
1,0,1,32,0,0
0,0,1,0,0,0
0,0,55,8,0,0
1,0,18,9,0,0
0,0,50,16,0,0
0,15,1,17,0,1
0,0,43,0,0,0
0,0,0,2,0,0
0,0,2,51,0,0
1,0,0,9,0,0
0,0,45,0,0,0
0,0,1,0,0,0
0,0,55,10,0,0
0,0,15,7,0,0
0,1,11,19,0,0
1,1,205,29,0,0
0,1,12,18,0,1
0,0,24,12,0,0
0,0,33,11,0,0
0,0,120,15,0,0
0,0,62,20,0,0
1,0,4,37,0,0
